INSTNM,CITY,STABBR,ZIP,INSTURL,LATITUDE,LONGITUDE,ADM_RATE,SAT_AVG_ALL
Career Academy of Beauty,Garden Grove,CA,92845,CAofB.com,33.781018,-118.031697,NULL,NULL
Casa Loma College-Van Nuys,Van Nuys,CA,91405,www.casalomacollege.edu,34.195438,-118.448335,0.8052,NULL
CET-San Diego,San Diego,CA,92102,www.cetweb.org/index.php,32.711715,-117.122496,NULL,NULL
CET-Sobrato,San Jose,CA,95110,cetweb.org,37.322723,-121.88698,NULL,NULL
CET-El Centro,El Centro,CA,92243,cetweb.org,32.790908,-115.549079,NULL,NULL
CET-Colton,Colton,CA,92324,cetweb.org,34.075136,-117.268738,NULL,NULL
CET-Watsonville,Watsonville,CA,95076,www.cetweb.org,36.931833,-121.767991,NULL,NULL
CET-Salinas,Salinas,CA,93901,cetweb.org,36.671635,-121.652791,NULL,NULL
Cerritos College,Norwalk,CA,90650-6298,www.cerritos.edu,33.88584,-118.097263,NULL,NULL
Cerro Coso Community College,Ridgecrest,CA,93555-9571,cerrocoso.edu,35.567763,-117.667706,NULL,NULL
Chabot College,Hayward,CA,94545,www.chabotcollege.edu,37.642513,-122.106969,NULL,NULL
Chaffey College,Rancho Cucamonga,CA,91737-3002,www.chaffey.edu,34.14705,-117.573086,NULL,NULL
Chapman University,Orange,CA,92866,www.chapman.edu,33.793678,-117.851481,0.4758,1217
Charles R Drew University of Medicine and Science,Los Angeles,CA,90059,www.cdrewu.edu,33.925658,-118.242791,NULL,NULL
Concordia University-Irvine,Irvine,CA,92612-3203,www.cui.edu,33.6535,-117.81063,0.5917,1029
San Diego Christian College,Santee,CA,92071,www.sdcc.edu,32.84281,-116.978151,0.5173,933
Church Divinity School of the Pacific,Berkeley,CA,94709-1211,www.cdsp.edu,37.876169,-122.261391,NULL,NULL
Citrus College,Glendora,CA,91741-1899,www.citruscollege.edu,34.135487,-117.885266,NULL,NULL
Citrus Heights Beauty College,Citrus Heights,CA,95610-1410,www.chbeautycollege.com,38.71307,-121.289531,NULL,NULL
City College of San Francisco,San Francisco,CA,94112-1898,www.ccsf.edu,37.725953,-122.451155,NULL,NULL
Claremont Graduate University,Claremont,CA,91711-6160,www.cgu.edu,34.103778,-117.712394,NULL,NULL
Claremont McKenna College,Claremont,CA,91711-6400,www.cmc.edu,34.102323,-117.706593,0.1096,1408
Milan Institute-Visalia,Visalia,CA,93277,www.milaninstitute.edu,36.27164,-119.312151,NULL,NULL
Clovis Adult Education,Clovis,CA,93611,www.clovisadultschool.com,36.836915,-119.69019,NULL,NULL
Coastline Community College,Fountain Valley,CA,92708-2597,www.coastline.edu,33.609771,-117.861844,NULL,NULL
Cogswell College,San Jose,CA,95134,www.cogswell.edu,37.413664,-121.940553,0.6074,NULL
Coleman University,San Diego,CA,92123-1506,www.coleman.edu,32.821962,-117.136493,0.7356,NULL
Coba Cosmetology Academy,Orange,CA,92866,www.coba.edu,33.788258,-117.85348,NULL,NULL
Western University of Health Sciences,Pomona,CA,91766-1854,www.westernu.edu,34.058092,-117.747732,NULL,NULL
Columbia College,Sonora,CA,95370,www.gocolumbia.edu/,38.030361,-120.387603,NULL,NULL
Columbia College-Hollywood,Tarzana,CA,91356-1411,https://www.columbiacollege.edu,34.179596,-118.538394,0.8358,NULL
El Camino College-Compton Center,Compton,CA,90221-5393,www.compton.edu,33.876665,-118.209186,NULL,NULL
Contra Costa College,San Pablo,CA,94806-3195,www.contracosta.edu,37.968623,-122.342386,NULL,NULL
Cosumnes River College,Sacramento,CA,95823-5799,www.crc.losrios.edu/,38.453836,-121.422971,NULL,NULL
Crafton Hills College,Yucaipa,CA,92339-1799,www.craftonhills.edu,34.038513,-117.100826,NULL,NULL
Cuesta College,San Luis Obispo,CA,93403-8106,www.cuesta.edu,35.329859,-120.741624,NULL,NULL
Cuyamaca College,El Cajon,CA,92019,www.cuyamaca.edu,32.743072,-116.941044,NULL,NULL
Cypress College,Cypress,CA,90630-5897,www.cypresscollege.edu,33.827625,-118.023889,NULL,NULL
De Anza College,Cupertino,CA,95014,www.deanza.edu/,37.319176,-122.045365,NULL,NULL
International School of Beauty Inc,Palm Desert,CA,92260-2740,internationalschoolofbeauty.com,33.729555,-116.403928,NULL,NULL
Dell'Arte International School of Physical Theatre,Blue Lake,CA,95525-0816,www.dellarte.com/school,40.880871,-123.988878,NULL,NULL
College of the Desert,Palm Desert,CA,92260,collegeofthedesert.edu,33.732484,-116.38761,NULL,NULL
Design Institute of San Diego,San Diego,CA,92121,www.disd.edu,32.731022,-117.149808,NULL,NULL
Diablo Valley College,Pleasant Hill,CA,94523,www.dvc.edu,37.968035,-122.069861,NULL,NULL
Dominican University of California,San Rafael,CA,94901-2298,www.dominican.edu,37.980014,-122.514654,0.7883,1054
Dominican School of Philosophy & Theology,Berkeley,CA,94708-1816,https://www.dspt.edu,37.881099,-122.264612,NULL,NULL
East Los Angeles College,Monterey Park,CA,91754-6099,www.elac.edu/,34.039205,-118.148384,NULL,NULL
El Camino Community College District,Torrance,CA,90506,www.elcamino.edu,33.885586,-118.326623,NULL,NULL
Elegance International,Hollywood,CA,90028-6106,ei.edu/,34.062216,-118.338332,NULL,NULL
Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,90403,www.emperors.edu,34.0303,-118.4847,NULL,NULL
Empire College,Santa Rosa,CA,95403-2126,www.empcol.edu,38.467789,-122.728642,NULL,NULL
Evergreen Valley College,San Jose,CA,95135-1598,www.evc.edu,37.301736,-121.766686,NULL,NULL
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,90015-1421,www.fidm.edu,34.044209,-118.25993,0.4926,NULL
FIDM-Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA,94108-5805,WWW.FIDM.EDU,37.786324,-122.406503,0.4802,NULL
FIDM-Fashion Institute of Design & Merchandising-Orange County,Irvine,CA,92614-5610,www.FIDM.edu,33.691963,-117.852254,0.5793,NULL
Feather River Community College District,Quincy,CA,95971-9124,www.frc.edu,39.952395,-120.970877,NULL,NULL
Federico Beauty Institute,Sacramento,CA,95834,federico.edu,38.64883,-121.497761,NULL,NULL
Fielding Graduate University,Santa Barbara,CA,93105-3538,www.fielding.edu,34.42941,-119.717161,NULL,NULL
Five Branches University,Santa Cruz,CA,95062,www.fivebranches.edu,36.964133,-121.998478,NULL,NULL
Redondo Beach Beauty College,Redondo Beach,CA,90278-3111,RedondoBeachBeautyCollege.com,33.872914,-118.372315,NULL,NULL
Foothill College,Los Altos Hills,CA,94022,www.foothill.edu,37.361104,-122.12833,NULL,NULL
Franciscan School of Theology,Oceanside,CA,92057,www.fst.edu,33.23023,-117.319616,NULL,NULL
Fredrick and Charles Beauty College,Eureka,CA,95501,www.fandcbeauty.com,40.798811,-124.165778,NULL,NULL
Fresno City College,Fresno,CA,93741,www.fresnocitycollege.edu,36.767516,-119.795129,NULL,NULL
Fresno Pacific University,Fresno,CA,93702-4709,www.fresno.edu,36.725279,-119.731953,0.6313,988
Fuller Theological Seminary in California,Pasadena,CA,91182,www.fuller.edu,34.14778,-118.140261,NULL,NULL
Fullerton College,Fullerton,CA,92832-2095,www.fullcoll.edu,33.876794,-117.916986,NULL,NULL
Gavilan College,Gilroy,CA,95020,www.gavilan.edu,36.973274,-121.568174,NULL,NULL
Gemological Institute of America-Carlsbad,Carlsbad,CA,92008,www.gia.edu/gem-education,33.131313,-117.318765,NULL,NULL
Glendale Community College,Glendale,CA,91208-2894,www.glendale.edu,34.166422,-118.228251,NULL,NULL
Glendale Career College,Glendale,CA,91203,www.success.edu,34.1497,-118.254231,NULL,NULL
Golden Gate University-San Francisco,San Francisco,CA,94105-2968,www.ggu.edu,37.789208,-122.398785,NULL,NULL
Golden West College,Huntington Beach,CA,92647-2710,www.goldenwestcollege.edu,33.733775,-118.003036,NULL,NULL
Graduate Theological Union,Berkeley,CA,94709,WWW.GTU.EDU,37.87554,-122.261847,NULL,NULL
Grossmont College,El Cajon,CA,92020-1799,www.grossmont.edu/,32.816077,-117.007292,NULL,NULL
Salon Success Academy-Riverside,Riverside,CA,92506,www.gotobeautyschool.com,33.94297,-117.391021,NULL,NULL
Hartnell College,Salinas,CA,93901,www.hartnell.edu,36.673052,-121.668763,NULL,NULL
Harvey Mudd College,Claremont,CA,91711,https://www.hmc.edu,34.106137,-117.710594,0.1296,1484
Hilltop Beauty School,Daly City,CA,94014,www.hilltopbeautyschool.com,37.705545,-122.461674,NULL,NULL
Holy Names University,Oakland,CA,94619-1699,www.hnu.edu,37.802654,-122.18717,0.43,858
Pacifica Graduate Institute,Carpinteria,CA,93013,www.pacifica.edu,34.420464,-119.580264,NULL,NULL
Humboldt State University,Arcata,CA,95521-8299,www.humboldt.edu,40.8741,-124.0814,0.77,990
Humphreys University-Stockton and Modesto Campuses,Stockton,CA,95207-3896,www.humphreys.edu,38.011051,-121.316401,NULL,NULL
Imperial Valley College,Imperial,CA,92251-0158,www.imperial.edu,32.827563,-115.503903,NULL,NULL
Institute for Business and Technology,Santa Clara,CA,95051-1303,ibttech.com,37.368642,-121.969541,NULL,NULL
Interior Designers Institute,Newport Beach,CA,92660,idi.edu,33.641393,-117.865722,NULL,NULL
Toni & Guy Hairdressing Academy-Santa Monica,Santa Monica,CA,90401,toniguy.com/academy/santa_monica_beauty_school/default.aspx,34.017466,-118.494898,NULL,NULL
Irvine Valley College,Irvine,CA,92618-0301,www.ivc.edu,33.675079,-117.778575,NULL,NULL
ITT Technical Institute-National City,National City,CA,91950,www.itt-tech.edu,32.66182,-117.106121,0.88,NULL
ITT Technical Institute-San Dimas,San Dimas,CA,91773,www.itt-tech.edu,34.102405,-117.818401,0.9653,NULL
ITT Technical Institute-Orange,Orange,CA,92868,www.itt-tech.edu,33.77999,-117.896171,0.8462,NULL
Bellus Academy-El Cajon,El Cajon,CA,92021,www.bellusacademy.edu,32.794827,-116.945728,NULL,NULL
John F. Kennedy University,Pleasant Hill,CA,94523-4817,www.jfku.edu,37.881794,-122.183972,NULL,NULL
American Jewish University,Los Angeles,CA,90077-1519,www.aju.edu,34.128099,-118.471764,0.8036,NULL
Reedley College,Reedley,CA,93654,www.reedleycollege.edu,36.605968,-119.45993,NULL,NULL
Life Pacific College,San Dimas,CA,91773-3298,www.lifepacific.edu,34.089421,-117.830997,0.6384,901
Argosy University-The Art Institute of California-San Diego,San Diego,CA,92108-4423,www.artinstitutes.edu/san-diego/,32.778278,-117.155395,NULL,NULL
University of La Verne,La Verne,CA,91750-4401,www.laverne.edu/,34.10086,-117.772634,0.4718,1034
Laguna College of Art and Design,Laguna Beach,CA,92651,www.lcad.edu,33.561448,-117.772564,0.3727,NULL
Lake Tahoe Community College,South Lake Tahoe,CA,96150,www.ltcc.edu,38.926864,-119.971631,NULL,NULL
Lancaster Beauty School,Lancaster,CA,93534,lancasterbeautyschool.com,34.695646,-118.148664,NULL,NULL
Laney College,Oakland,CA,94607,www.laney.edu/wp/,37.796205,-122.262434,NULL,NULL
Lassen Community College,Susanville,CA,96130,www.lassencollege.edu/,40.431327,-120.631169,NULL,NULL
Life Chiropractic College West,Hayward,CA,94545-2800,www.lifewest.edu,37.637639,-122.11627,NULL,NULL
Lincoln University,Oakland,CA,94612-2801,www.lincolnuca.edu,37.804788,-122.269745,NULL,NULL
Southern California Seminary,El Cajon,CA,92019-1108,www.socalsem.edu,32.803259,-116.900531,NULL,NULL
La Sierra University,Riverside,CA,92515-8247,https://lasierra.edu,33.908834,-117.497071,0.4462,929
Loma Linda University,Loma Linda,CA,92350,www.llu.edu/index.html,34.050975,-117.261086,NULL,NULL
Long Beach City College,Long Beach,CA,90808-1706,www.lbcc.edu,33.831741,-118.135819,NULL,NULL
Southern California University of Health Sciences,Whittier,CA,90604,www.scuhs.edu,33.924638,-117.985447,NULL,NULL
Los Angeles Harbor College,Wilmington,CA,90744-2397,www.lahc.edu,33.784201,-118.28186,NULL,NULL
Los Angeles Pierce College,Woodland Hills,CA,91371-0002,www.piercecollege.edu,34.184184,-118.577194,NULL,NULL
Los Angeles Southwest College,Los Angeles,CA,90047-4899,www.lasc.edu,33.929586,-118.304674,NULL,NULL
Los Angeles Trade Technical College,Los Angeles,CA,90015-4181,www.lattc.edu,34.032623,-118.269113,NULL,NULL
Los Angeles Valley College,Valley Glen,CA,91401-4096,www.lavc.edu,34.176406,-118.421446,NULL,NULL
The Master's University and Seminary,Santa Clarita,CA,91321-1200,www.masters.edu,34.38214,-118.517422,0.9469,1091
Los Angeles City College,Los Angeles,CA,90029,www.lacitycollege.edu/,34.087301,-118.292169,NULL,NULL
Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,90033-1084,dhs.org/wps/portal/CollegeofNursing,34.061605,-118.211418,NULL,NULL
Los Angeles Mission College,Sylmar,CA,91342-3200,www.lamission.edu,34.314944,-118.419087,NULL,NULL
Los Medanos College,Pittsburg,CA,94565,www.losmedanos.edu/default.aspx,38.005552,-121.861122,NULL,NULL
Argosy University-The Art Institute of California-San Francisco,San Francisco,CA,94102-4908,www.artinstitutes.edu/san-francisco/,37.803958,-122.417185,NULL,NULL
Loyola Marymount University,Los Angeles,CA,90045-2659,www.lmu.edu,33.970633,-118.415655,0.5078,1222
Lu Ross Academy,Ventura,CA,93001-2729,www.lurossacademy.com/,34.278034,-119.293952,NULL,NULL
Lyles Fresno College of Beauty,Fresno,CA,93710,lylescolleges.com,36.836251,-119.773747,NULL,NULL
Lytles Redwood Empire Beauty College Inc,Santa Rosa,CA,95403,www.lytlesrebc.edu/,38.508581,-122.758546,NULL,NULL
MTI Business College Inc,Stockton,CA,95207-4349,www.mtistockton.com,38.007318,-121.308527,NULL,NULL
MTI College,Sacramento,CA,95841-9817,www.mticollege.edu,38.661377,-121.342568,0.7815,NULL
Brightwood College-Sacramento,Sacramento,CA,95821,www.brightwood.edu,38.644462,-121.380453,NULL,NULL
Brightwood College-San Diego,San Diego,CA,92123,www.brightwood.edu,32.821707,-117.133017,NULL,NULL
Brightwood College-Vista,Vista,CA,92083-7736,www.brightwood.edu,33.17244,-117.220816,NULL,NULL
College of Marin,Kentfield,CA,94904-2590,www.marin.edu,37.955014,-122.549936,NULL,NULL
Marymount California University,Rancho Palos Verdes,CA,90275-6299,www.marymountcalifornia.edu/,33.73463,-118.333404,NULL,NULL
Mendocino College,Ukiah,CA,95482,www.mendocino.edu,39.19119,-123.22903,NULL,NULL
Menlo College,Atherton,CA,94027-4301,www.menlo.edu,37.452906,-122.181444,0.3808,1018
Merced College,Merced,CA,95348-2898,www.mccd.edu,37.335348,-120.476726,NULL,NULL
Merritt College,Oakland,CA,94619-3196,www.merritt.edu,37.789088,-122.167335,NULL,NULL
Mills College,Oakland,CA,94613,https://www.mills.edu,37.782639,-122.18789,0.7156,1183
MiraCosta College,Oceanside,CA,92056-3899,www.miracosta.edu,33.191231,-117.302283,NULL,NULL
Mission College,Santa Clara,CA,95054-1897,www.missioncollege.edu/,37.391323,-121.982174,NULL,NULL
Modern Beauty Academy,Oxnard,CA,93030,www.modernbeautyacademy.org,34.195384,-119.181423,NULL,NULL
Brightwood College-North Hollywood,North Hollywood,CA,91606-3231,www.brightwood.edu,34.182673,-118.396131,NULL,NULL
Modesto Junior College,Modesto,CA,95350-5800,www.mjc.edu,37.652042,-121.009723,NULL,NULL
Moler Barber College,Oakland,CA,94609-2419,moler.org,37.826826,-122.265094,NULL,NULL
Middlebury Institute of International Studies at Monterey,Monterey,CA,93940,www.miis.edu,36.599827,-121.896813,NULL,1383
Monterey Peninsula College,Monterey,CA,93940-4799,www.mpc.edu,36.590826,-121.885774,NULL,NULL
Moorpark College,Moorpark,CA,93021-1695,www.moorparkcollege.edu/index.shtml,34.300018,-118.836624,NULL,NULL
Mt San Antonio College,Walnut,CA,91789-1399,www.mtsac.edu,34.043786,-117.8437,NULL,NULL
Mount Saint Mary's University,Los Angeles,CA,90049-1599,www.msmu.edu,34.082112,-118.480471,0.7653,915
Mt San Jacinto Community College District,San Jacinto,CA,92583-2399,www.msjc.edu,33.807364,-116.970063,NULL,NULL
Mueller College,San Diego,CA,92108-3002,www.mueller.edu,32.76557,-117.163811,NULL,NULL
Musicians Institute,Hollywood,CA,90028,www.mi.edu,34.101527,-118.33783,0.8593,NULL
Napa Valley College,Napa,CA,94558-6236,www.napavalley.edu,38.27254,-122.272565,NULL,NULL
National Holistic Institute,Emeryville,CA,94608-2008,www.nhi.edu,37.841898,-122.287672,NULL,NULL
National University,La Jolla,CA,92037-1011,www.nu.edu,32.909469,-117.244243,NULL,NULL
Newschool of Architecture and Design,San Diego,CA,92101,www.newschoolarch.edu,32.71331,-117.153305,0.9722,NULL
Newberry School of Beauty,Granada Hills,CA,91344-7401,www.newberryschoolofbeauty.net,34.25748,-118.499469,NULL,NULL
North Adrian's College of Beauty Inc,Modesto,CA,95350-2381,www.adrians.edu,37.677778,-120.992753,NULL,NULL
North-West College-Pomona,Pomona,CA,91768,www.north-westcollege.edu,34.06203,-117.751861,NULL,NULL
North-West College-West Covina,West Covina,CA,91790,www.north-westcollege.edu,34.072071,-117.949583,1,NULL
North-West College-Pasadena,Pasadena,CA,91101,www.north-westcollege.edu,34.146907,-118.139266,NULL,NULL
Notre Dame de Namur University,Belmont,CA,94002-1908,www.ndnu.edu,37.517501,-122.284618,0.8667,910
Occidental College,Los Angeles,CA,90041-3392,www.oxy.edu,34.126224,-118.210783,0.4487,1304
Oceanside College of Beauty,Oceanside,CA,92054-5356,www.ocb.edu/,33.178889,-117.365276,NULL,NULL
Ohlone College,Fremont,CA,94539-0390,www.ohlone.edu,37.527956,-121.914597,NULL,NULL
Orange Coast College,Costa Mesa,CA,92626,www.orangecoastcollege.edu/,33.670171,-117.911401,NULL,NULL
Otis College of Art and Design,Los Angeles,CA,90045-3505,www.otis.edu,33.956607,-118.416615,0.9036,1045
Oxnard College,Oxnard,CA,93033-6699,www.oxnardcollege.edu,34.164899,-119.15549,NULL,NULL
Hope International University,Fullerton,CA,92831-3199,www.hiu.edu,33.87616,-117.88573,0.3425,910
Concorde Career College-San Diego,San Diego,CA,92113-1964,www.concorde.edu,32.70406,-117.10187,0.8261,NULL
Palo Alto University,Palo Alto,CA,94304-1337,www.paloaltou.edu,37.383251,-122.186022,NULL,NULL
Pacific Lutheran Theological Seminary,Berkeley,CA,94708-1597,www.plts.edu,37.898172,-122.260201,NULL,NULL
Pacific Oaks College,Pasadena,CA,91103,www.pacificoaks.edu,34.153073,-118.151573,NULL,NULL
Pacific School of Religion,Berkeley,CA,94709,www.psr.edu,37.876599,-122.263331,NULL,NULL
Pacific States University,Los Angeles,CA,90010,www.psuca.edu,34.0607,-118.299841,NULL,NULL
Pacific Union College,Angwin,CA,94508-9707,www.puc.edu,38.57409,-122.449639,0.4522,984
University of the Pacific,Stockton,CA,95211-0197,www.pacific.edu,37.980624,-121.307296,0.6456,1152
Palo Verde College,Blythe,CA,92225,www.paloverde.edu,33.661538,-114.651698,NULL,NULL
Palomar College,San Marcos,CA,92069-1487,www2.palomar.edu/,33.15019,-117.181718,NULL,NULL
Paris Beauty College,Concord,CA,94520,www.Parisbeautycollege.com,37.972204,-122.043458,NULL,NULL
Pasadena City College,Pasadena,CA,91106-2003,pasadena.edu/,34.144552,-118.118196,NULL,NULL
Pepperdine University,Malibu,CA,90263,www.pepperdine.edu/,34.041912,-118.707677,0.381,1226
Pitzer College,Claremont,CA,91711-6101,www.pitzer.edu,34.103408,-117.705939,0.1347,NULL
Platt College-San Diego,San Diego,CA,92115-3919,www.platt.edu,32.76373,-117.063483,NULL,NULL
Point Loma Nazarene University,San Diego,CA,92106-2899,www.pointloma.edu,32.713295,-117.251204,0.7134,1148
Pomona College,Claremont,CA,91711-6319,www.pomona.edu,34.098298,-117.711944,0.103,1435
